id,title,body,category,priority,ticket_id
TK-291,Bloccato su configurazione API per integrazione dati,"Ho bisogno di fare una call riguardo un problema che sto riscontrando nell'integrazione dei flussi dati. Non riesco a connettere correttamente il nuovo endpoint del sistema, nonostante abbia verificato tutte le credenziali e i permessi necessari. Potremmo rivedere insieme la configurazione per risolvere l'errore 403? Grazie.",Tecnico,Alta,tk291
TK-292,Procedura per richiedere l'approvazione di spese minori,Creo questo ticket perché ho bisogno di capire come inoltrare correttamente le note spese. Ho appena ricevuto la guida interna ma non sono sicuro della procedura esatta da seguire. Potreste indicarmi i passaggi necessari per inviare queste richieste al mio manager?,Amministrazione,Bassa,tk292
TK-293,Mancato funzionamento accesso al catalogo prodotti online,"Ciao, ho notato che non riesco ad accedere correttamente alla sezione del catalogo prodotti sul vostro sito. Ho provato a fare il login più volte ma mi dà sempre un errore generico. Potreste verificare cosa sta succedendo? Grazie.",Commerciale,Media,tk293
TK-294,Info per i prezzi dei nuovi servizi di consulenza,"Scusate il disturbo. Vorrei sapere se avete un listino aggiornato sui costi per la nuova linea di servizi che mi interessano. Mi serve capire bene le tariffe prima di procedere, grazie.",Commerciale,Alta,tk294
TK-296,Assistenza immediata per accesso limitato alla piattaforma CRM,"Vorrei segnalare un problema di permessi sull'account. Non riesco ad accedere a tutte le funzionalità del modulo clienti, nonostante il mio ruolo lo preveda. Potreste verificare la mia assegnazione utente e ripristinare i livelli di accesso completi? Grazie.",Amministrazione,Media,tk295
TK-297,Urgente: non va l'accesso al database di produzione,"Buongiorno, ho un problema critico con il sistema CRM. Non riesco ad accedere ai dati del cliente X nonostante le credenziali siano corrette. Ho appena provato a rifare la connessione da capo ma continua a dare errore 403. Serve una verifica immediata.",Tecnico,Alta,tk296
TK-298,Richiesta chiarimenti sul perché questo sistema stia ancora fallendo,"Non so più che fare con questa roba. Sembra che ogni volta che provo a generare un report, mi ritrovi bloccato su un errore di memoria che non capisco. Ho seguito tutti i passaggi del manuale e ho anche riavviato il server, quindi è ovvio che il problema sia vostro. Aiutatemi prima che perda la giornata.",Tecnico,Alta,tk297
TK-299,Urgente: non va l'accesso al portale clienti,"Ho necessità di segnalare che ho un problema con l'accesso al portale. Non riesco proprio a entrare, anche se ricordo bene le credenziali. Mi serve assolutamente risolvere questa cosa perché devo inviare subito la documentazione ai fornitori.",Amministrazione,Alta,tk298
TK-302,Procedura per l'accesso al database interno non funziona,"Ho un problema: da stamattina non riesco ad accedere al sistema di gestione dati. Ho già provato a resettare le credenziali e ho verificato la connessione, ma il codice mi riporta sempre errore 403. Questo è assolutamente inaccettabile perché devo chiudere questa analisi entro oggi pomeriggio. Risolvete subito o chiamatemi.",Tecnico,Alta,tk299
TK-303,Errore accesso al sistema gestionale dopo aggiornamento,"Potete dare un occhiata a cosa non va con l'accesso al CRM? Non riesco ad entrare nel sistema da stamattina, mi chiede delle credenziali che non riconosco. Ho provato a resettarle ma il messaggio di errore continua a comparire.",Tecnico,Media,tk300
TK-304,Chiarimento su procedura di approvazione spese viaggio,"Salve, devo capire come procedere per l'invio della nota spese relativa al mio recente viaggio a Milano. Non sono sicuro se debba allegare la documentazione cartacea o se è sufficiente lo scatto fotografico degli scontrini. Potrebbe indicarmi il canale corretto da utilizzare per questa trasmissione?",Amministrazione,Media,tk301
TK-305,Info per attivazione preventivo nuovo cliente,"Ho già provato a riavviare la connessione, ma non riesco ad accedere alla documentazione commerciale relativa ai nuovi contratti B2B. Potreste indicarmi il canale corretto o l'utente che gestisce questi materiali? Grazie mille.",Commerciale,Alta,tk302
TK-306,Mancato funzionamento del sistema di gestione ordini dopo l'aggiornamento,"Non so più che fare, è un disastro totale. Non riesco a caricare i dati dei nuovi clienti nel CRM e mi dà sempre errore 403. Ho provato a riavviare tutto ma niente da fare. Potete dare un'occhiata? Sono Marco.",Commerciale,Media,tk303
TK-307,Problema con l'accesso ai documenti amministrativi,"Creo questo ticket perché proprio non riesco ad accedere a quei fogli di spesa. Non capisco come funziona questa cosa, mi sembra troppo complicato. Serve un aiuto immediato per scaricare i file che mi servono stamattina.",Amministrazione,Media,tk304
TK-309,Non va a caricare i report di vendite,"Vi scrivo perché non riesco proprio ad aprire i file dei report. Mi dà sempre un errore strano e mi blocca tutto il lavoro. Potete darmi una mano, per favore?",Tecnico,Media,tk305
TK-310,Info per le spese del mese scorso,"Non so più che fare... Devo capire come funziona esattamente l'assegnazione dei fondi di viaggio. Ho provato a guardare sul portale, ma è tutto troppo complicato e non trovo nulla di chiaro. Potete aiutarmi con i dettagli per favore?",Amministrazione,Media,tk306
TK-311,Mancato funzionamento del sistema di gestione spese aziendali,"Buongiorno, devo segnalare un problema col caricamento delle ricevute. Ho provato a inserire le note di viaggio che ho fatto ieri ma il sistema mi blocca sempre all'ultimo passaggio. Potete darmi una mano per capire perché non va? Grazie mille.",Amministrazione,Media,tk307
TK-312,Mancato funzionamento accesso area riservata dopo aggiornamento sistema,"Scusate il disturbo, non riesco ad accedere all'area clienti da stamattina. Ho provato a resettare la password ma mi dà errore. Mi serve un aiuto veloce per rientrare.",Amministrazione,Media,tk308
TK-315,Problema con l'accesso ai documenti condivisi,"Gentile supporto, vi contatto per un problema di accesso. Non riesco a trovare il file che mi serve nel cartella aziendale e non capisco perché. Ho provato a cercare ovunque ma non trovo nulla. Grazie.",Amministrazione,Media,tk309
TK-318,Mancato funzionamento del sistema di reportistica trimestrale,"Ho necessità di segnalare un problema. Non riesco ad accedere ai dati che mi servono per il report. Mi è saltato l'accesso stamattina, non so cosa sia successo. Grazie.",Tecnico,Media,tk310
TK-320,Info per gestione spese viaggio,Vi scrivo perché ho bisogno di assistenza relativa all'inoltro e alla verifica delle note spese. Non sono sicuro della procedura corretta da seguire con il nuovo sistema interno. Potreste indicarmi i passaggi necessari per la registrazione dei costi sostenuti?,Amministrazione,Media,tk311
TK-326,Aiuto: Non riesco ad accedere alla sezione prezzi aggiornati,"Gentile supporto, vi contatto per un problema di visualizzazione dei listini prodotti. Ho provato diversi passaggi ma non vedo i costi aggiornati sul portale commerciale. Potreste verificare se c'è qualche blocco o se devo seguire una procedura diversa?",Commerciale,Alta,tk312
TK-327,Info per l'attivazione del servizio di pagamento clienti,Buongiorno! Eccomi di nuovo. Vorrei sapere come procedere per attivare il servizio di pagamento dei miei clienti. Ho bisogno delle istruzioni passo passo perché non sono molto esperto in queste procedure. Grazie.,Commerciale,Media,tk313
TK-329,Chiarimento su la procedura per l'invio delle note spese,"Salve, mi serve un aiuto perché non capisco bene come si fanno a caricare le ricevute. Ho provato ma il sistema continua a darmi errore quando spiego cosa è successo ieri. Potete dirmi esattamente i passaggi da seguire per inviare tutto correttamente?",Amministrazione,Media,tk314
TK-330,Assistenza immediata per problemi di accesso alla documentazione amministrativa,Potete dare un occhiata a favore? Non riesco ad accedere al portale interno per scaricare i moduli aggiornati. Potreste indicarmi la procedura corretta o verificare se ci sono delle restrizioni sull'accesso ai documenti di amministrazione?,Amministrazione,Media,tk315
TK-331,Richiesta urgente: Non riesco ad accedere al sistema dopo l'aggiornamento,"Vi scrivo perché non mi entra più nel portale aziendale. Ho provato a resettare la password ma continua a dare errore. Potete darmi una mano, per favore?",Tecnico,Alta,tk316
TK-332,Problema con accesso al sistema CRM dopo aggiornamento,"Ciao, non riesco ad accedere al sistema CRM da stamattina. Ricevo un messaggio di errore che dice 'Credenziali non valide', anche se sono sicuro di aver inserito le credenziali corrette. Potreste verificare cosa sta succedendo con l'accesso?",Tecnico,Media,tk317
TK-334,Non va la configurazione del nuovo servizio commerciale,"Ho già provato a riavviare tutto, ma il problema persiste. Non riesco assolutamente ad attivare le funzionalità che mi avete promesso e questo sta bloccando completamente il mio lavoro. Serve una soluzione immediata.",Commerciale,Media,tk318
TK-336,Chiarimento su l'attivazione del nuovo contratto commerciale,"Creo questo ticket per quanto sta succedendo col mio account. Non riesco a procedere con la configurazione dei servizi che ho appena sottoscritto e il sistema continua a darmi errori di autenticazione. Ho sprecato già mezz'ora cercando di risolvere da solo, ma è inutile. Serve un intervento immediato perché devo chiudere questo progetto oggi stesso.",Commerciale,Alta,tk319
TK-337,Richiesta chiarimenti sulla connessione al server di stampa,Ciao. Non riesco a stampare nulla e mi sta creando un po' confusione. Ho provato ad avviare la macchina ma non succede niente. Potreste aiutarmi a capire cosa è successo?,Tecnico,Media,tk320
TK-339,Assistenza immediata per problemi di connessione dati,"Ciao, ho notato un'intermittenza nella connessione dati durante le ore di punta. Non riesco a mantenere una stabilità ottimale che mi è necessaria per il lavoro. Potreste verificare la linea o suggerirmi una soluzione tecnica?",Tecnico,Media,tk321
TK-342,Procedura per attivare i crediti commerciali sul mio account,"Così non posso lavorare! Ho bisogno di sapere come procedere per farmi attivare i crediti commerciali. Devo usare un codice particolare o è una cosa che gestite voi? Sono un po' principiante su queste cose, quindi se mi sapete spiegare passo passo mi fate un grande favore. Grazie mille!",Commerciale,Alta,tk322
TK-348,Procedura per accesso al sistema contabile non funzionante,"Ho già provato a riavviare la mia postazione, ma continuo ad avere problemi di login all'area amministrativa. Non riesco ad accedere ai dati dei fornitori necessari per chiudere il bilancio trimestrale. Potete verificare se ci sono delle restrizioni temporanee sull'account utente?",Amministrazione,Alta,tk323
TK-350,Errore nell'accesso ai dati contabili del Q3,"Vorrei segnalare un problema di accesso critico. Non riesco ad aprire i file dei bilanci trimestrali, e ho bisogno di questi dati per la chiusura urgente. Potete verificare subito l'autorizzazione sul mio account? Grazie.",Amministrazione,Alta,tk324
TK-354,Mancato funzionamento accesso area clienti dopo l'aggiornamento,"Non so più che fare... Guardate, ho appena aggiornato tutto e ora non riesco ad accedere all'area riservata. È un casino totale, mi blocca il lavoro da stamattina ed è urgente. Aiuto subito o devo chiamare qualcuno di livello superiore.",Commerciale,Alta,tk325
TK-355,Bloccato su gestione preventivi e costi,"Ciao, ho bisogno di assistenza per finalizzare un preventivo complesso. Non riesco a calcolare correttamente i margini sui servizi aggiuntivi che includo. Potreste verificare se c'è un errore nel sistema o se devo seguire una procedura diversa? Grazie.",Commerciale,Alta,tk326
TK-358,Chiarimento su condizioni contrattuali e fatturazione,"Salve, vi scrivo perché ho riscontrato delle discrepanze tra la bozza di contratto che mi è stata inviata e quanto concordato telefonicamente. Potreste gentilmente fornirmi un resoconto dettagliato sulla sezione relativa alle tariffe ricorrenti? Grazie per l'attenzione.",Commerciale,Alta,tk327
TK-366,Non va l'accesso al sistema contabile,Buongiorno! Eccomi di nuovo. Ho riscontrato che non riesco ad accedere al modulo di registrazione fatture clienti da stamattina. Potreste verificare se ci sono problemi con le credenziali o con il servizio in generale? Grazie per la disponibilità.,Amministrazione,Alta,tk328
TK-369,Mancato funzionamento dell'integrazione CRM con i dati di fatturazione,Potete dare un occhiata al perché l'API non sta sincronizzando correttamente le ultime transazioni? Ho notato che il modulo commerciale mostra dati incompleti per gli ordini generati ieri pomeriggio. Mi serve questa correzione urgentemente per chiudere la reportistica di fine giornata.,Commerciale,Alta,tk329
TK-372,Problema urgente: accesso ai sistemi amministrativi bloccato,"Salve, devo assolutamente accedere al portale per l'approvazione degli ordini. Non riesco a entrare e il sistema mi dà errore 403. Ho provato con la password resettata ma non funziona ancora. Serve una risoluzione immediata.",Amministrazione,Alta,tk330
TK-376,Chiarimento su procedure di approvazione spese straordinarie,"Vorrei segnalare che l'accesso al modulo per le richieste di rimborso è bloccato da ieri. È un problema basilare, non mi sembra che dovrei dover chiedere aiuto per qualcosa di così ovvio. Potreste sbloccarlo o almeno dirmi chi devo chiamare? Grazie.",Amministrazione,Alta,tk331
TK-381,Non va l'accesso al portale clienti,"Ho già provato a riavviare tutto, ma non riesco ad accedere al sistema con le credenziali giuste. Mi blocca sempre dopo aver inserito la password e devo assolutamente finire questo report per oggi pomeriggio.",Amministrazione,Alta,tk332
TK-387,Errore quando devo mandare le email,"Ciao, non riesco proprio a inviare nessuna mail. Ho provato di tutto ma mi dà sempre un messaggio d'errore strano. Mi sa che è roba tecnica, sapete? Grazie mille.",Tecnico,Alta,tk333
TK-388,Urgente: non va la sincronizzazione dei dati tra i sistemi,"Buongiorno, ho già provato a riavviare entrambi i dispositivi ma il problema persiste. Non riesco ad accedere ai report aggiornati che dovrebbero essere sincronizzati con l'account cloud. Potete verificare per me se c'è un blocco lato server?",Commerciale,Alta,tk334
TK-389,Chiarimento su perché non mi entra nel sistema,"Ho un problema: Non riesco proprio ad accedere al portale. Ho provato con tutte le password che ho, ma continua a darmi errore. Aiuto, non capisco niente di questi sistemi.",Tecnico,Alta,tk335
TK-395,"Errore con l'accesso al sistema CRM, non riesco a entrare","Gentile supporto, vi contatto perché ho un problema urgente di accesso. Non mi entra nel sistema e devo finire subito il report per stamattina. Potete controllare cosa succede? Grazie.",Tecnico,Alta,tk336
TK-396,Richiesta chiarimenti sulla gestione delle spese aziendali,"Potete dare un occhiata a cosa succede con i rimborsi? Ho appena caricato le ricevute del viaggio di Milano ma il sistema mi dice che manca la firma approvativa. Ditemi se è un bug o devo fare qualcos'altro, perché ho fretta.",Amministrazione,Alta,tk337
TK-398,Errore connessione database dopo aggiornamento sistema,"Buongiorno, ho riscontrato un errore di connettività al database principale. Dopo aver eseguito l'ultimo aggiornamento del sistema stamattina, non riesco più ad accedere ai moduli utente. Potreste verificare la configurazione lato server il prima possibile? Grazie.",Tecnico,Alta,tk338
TK-405,Chiarimento su perché non riesco ad accedere alla rete aziendale,"Dopo l'ultimo aggiornamento, non mi entra proprio la password e vedo solo un messaggio di errore strano. Ho provato a riavviare tutto ma niente da fare. Mi serve urgentemente risolvere questo problema.",Tecnico,Alta,tk339
TK-408,Bloccato su configurazione API per l'integrazione CRM,"Dopo l'ultimo aggiornamento del sistema ho notato che le credenziali di accesso all'API non sono più riconosciute. Sto tentando di riconfigurare il flusso dati, ma ricevo costantemente un errore 401. Potreste verificare se ci sono modifiche recenti ai permessi o al formato dei parametri richiesti?",Commerciale,Alta,tk340
TK-411,Info per accesso API dopo aggiornamento sistema,"Non volevo proprio dirlo, ma ho notato che l'endpoint di autenticazione non risponde più correttamente. Dopo il vostro ultimo deploy, i token sembrano invalidi o la chiamata fallisce sempre con un errore 401. Potete dare un'occhiata al servizio backend per favore?",Tecnico,Alta,tk341
TK-418,Bloccato su gestione ordini e sincronizzazione dati,Così non posso lavorare! Ho riscontrato un errore critico durante il processo di finalizzazione degli ordini che impedisce la corretta sincronizzazione dei dati tra i sistemi. Potrei avere assistenza per comprendere la causa di questo blocco?,Commerciale,Alta,tk342
TK-419,Richiesta urgente: Non riesco ad attivare l'offerta commerciale promessa,"Vorrei segnalare che ho pagato per un servizio che non funziona. Ho seguito tutte le istruzioni ma il sistema continua a darmi errore. Mi serve una soluzione immediata, questo è inaccettabile.",Commerciale,Alta,tk343
TK-420,Info per i costi del nuovo abbonamento,"Vi scrivo perché ho un dubbio sui prezzi che mi avete inviato. Non capisco bene se devo pagare tutto subito o se c'è qualche rata. Potete chiarirmi la faccenda, vi prego?",Commerciale,Alta,tk344
TK-421,Info per l'attivazione urgente di un nuovo servizio commerciale,"Scusate il disturbo, ho bisogno subito di capire come attivare quel pacchetto extra che ci avevate mostrato. Stavo giusto chiudendo i dettagli con il cliente e mi serve sapere se è fattibile oggi stesso. Grazie mille in anticipo.",Commerciale,Alta,tk345
TK-425,Bloccato su gestione permessi accesso CRM,"Ho bisogno di fare una call per discutere l'accesso e i permessi al sistema CRM. Non riesco a visualizzare le schede utente con il mio account attuale, e ho bisogno di un supporto immediato per risolvere questa discrepanza. Potete verificare la mia seniority o è necessario modificare qualche parametro amministrativo?",Amministrazione,Alta,tk346
TK-435,Mancato funzionamento accesso area clienti dopo aggiornamento,"Salve, ho problemi ad accedere all'area riservata del portale aziendale da stamattina. Non riesco a inserire le credenziali e mi chiede di resettarle continuamente. Potreste verificare se c'è un blocco o un problema tecnico? Grazie mille.",Commerciale,Alta,tk347
TK-440,Errore nell'accesso al portale amministrativo,"Scusate il disturbo, ho riscontrato un blocco dell'account utente sul sistema di gestione pagamenti. Non riesco ad accedere per motivi non specificati e questo sta rallentando la chiusura del bilancio trimestrale. Potete verificare lo stato dell'accesso o resettarmi le credenziali? Grazie.",Amministrazione,Alta,tk348
TK-447,Procedura per l'accesso al portale clienti: bloccato di nuovo,"Ciao. Non riesco ad accedere al portale stamattina e mi sta bloccando tutto il lavoro. Ho provato con la password che avevo ieri, ma non funziona ancora. Per favore, risolvete questa cosa subito.",Amministrazione,Alta,tk349
TK-448,Problema di accesso ai dettagli contrattuali per l'utenza XYZ,"Buongiorno, devo accedere urgentemente alle specifiche clausole del contratto commerciale attivo con voi. Ho notato che i dati non sono aggiornati e mi impedisce la finalizzazione della proposta al cliente. Potete verificare se è necessario un intervento manuale sul portale? Grazie.",Commerciale,Alta,tk350
TK-450,Bloccato su assegnazione budget Q3,"Non so più che fare riguardo al sistema di reporting finanziario. Ho tentato diverse procedure per l'aggiornamento dei costi operativi, ma il modulo non accetta i dati inseriti e mi restituisce un errore 500. Potreste verificare la mia autorizzazione o fornirmi una procedura alternativa urgente? Grazie.",Amministrazione,Alta,tk351
TK-454,"Non va l'accesso al catalogo clienti, mi blocca sempre","Ho già provato a riavviare tutto, ma non risolve nulla. Non riesco proprio ad accedere al catalogo anche se ho le credenziali giuste. È urgente perché devo chiudere un preventivo importante oggi stesso.",Commerciale,Alta,tk352
TK-456,Aiuto: Problemi con l'attivazione delle tariffe commerciali,"Ciao, non capisco perché la tariffa che ho scelto non è attiva sul mio account. Ho seguito tutte le istruzioni e il sistema mi continua a dare errore. Risolvete subito questa cosa, per favore.",Commerciale,Alta,tk353
TK-462,Non funziona la gestione delle spese aziendali,"Vi scrivo perché non riesco proprio a capire come caricare le ricevute. Sono un principiante e mi sta creando parecchio casino con i costi da registrare oggi stesso. Potete darmi una mano veloce, vi prego?",Amministrazione,Alta,tk354
TK-464,Non trovo dove spuntano i documenti per l'IVA,"Salve, ho un problema col caricamento delle fatture. Non capisco proprio come devo fare con questa roba amministrativa che mi state mandando. Mi sa che sono super principiante in queste cose. Potete dirmi esattamente cosa devo cliccare? Grazie mille.",Amministrazione,Alta,tk355
TK-467,Non va l'accesso al catalogo prodotti,"Così non posso lavorare! Ho bisogno di accedere subito ai prezzi aggiornati. Non riesco proprio a vedere i costi dei prodotti che devo inviare oggi stesso, è urgente.",Commerciale,Alta,tk356
TK-469,Mancato funzionamento accesso al sistema CRM dopo aggiornamento,"Buongiorno, non riesco ad accedere al sistema CRM da stamattina. Ho provato a riavviare il computer ma il problema persiste e mi blocca completamente il lavoro. Potreste verificare la mia credenziale o lo stato del servizio, per favore?",Tecnico,Alta,tk357
TK-471,Mancato funzionamento accesso al catalogo prodotti aggiornato,"Vorrei segnalare che non riesco ad accedere correttamente alle ultime schede tecniche dei vostri articoli. Ho controllato ogni impostazione, quindi il problema è chiaramente lato vostro e richiede una soluzione immediata. Non capisco come sia possibile che un sistema così basilare abbia questi bug.",Commerciale,Alta,tk358
TK-472,Mancato funzionamento accesso al portale aziendale dopo aggiornamento sistema,"Vi scrivo perché non riesco ad accedere al portale interno. Dopo l'ultimo aggiornamento del sistema, il mio login risulta invalido e ricevo un messaggio di errore generico. Potreste verificare la mia credenziale o fornirmi istruzioni per risolvere questo blocco?",Amministrazione,Alta,tk359
