id,title,body,category,priority
TK-300,Errore accesso al sistema gestionale dopo aggiornamento,"Potete dare un occhiata a cosa non va con l'accesso al CRM? Non riesco ad entrare nel sistema da stamattina, mi chiede delle credenziali che non riconosco. Ho provato a resettarle ma il messaggio di errore continua a comparire.",Tecnico,Media
TK-301,Chiarimento su procedura di approvazione spese viaggio,"Salve, devo capire come procedere per l'invio della nota spese relativa al mio recente viaggio a Milano. Non sono sicuro se debba allegare la documentazione cartacea o se è sufficiente lo scatto fotografico degli scontrini. Potrebbe indicarmi il canale corretto da utilizzare per questa trasmissione?",Amministrazione,Media
TK-302,Info per attivazione preventivo nuovo cliente,"Ho già provato a riavviare la connessione, ma non riesco ad accedere alla documentazione commerciale relativa ai nuovi contratti B2B. Potreste indicarmi il canale corretto o l'utente che gestisce questi materiali? Grazie mille.",Commerciale,Alta
TK-303,Mancato funzionamento del sistema di gestione ordini dopo l'aggiornamento,"Non so più che fare, è un disastro totale. Non riesco a caricare i dati dei nuovi clienti nel CRM e mi dà sempre errore 403. Ho provato a riavviare tutto ma niente da fare. Potete dare un'occhiata? Sono Marco.",Commerciale,Media
TK-304,Problema con l'accesso ai documenti amministrativi,"Creo questo ticket perché proprio non riesco ad accedere a quei fogli di spesa. Non capisco come funziona questa cosa, mi sembra troppo complicato. Serve un aiuto immediato per scaricare i file che mi servono stamattina.",Amministrazione,Media
TK-305,Non va a caricare i report di vendite,"Vi scrivo perché non riesco proprio ad aprire i file dei report. Mi dà sempre un errore strano e mi blocca tutto il lavoro. Potete darmi una mano, per favore?",Tecnico,Media
TK-306,Info per le spese del mese scorso,"Non so più che fare... Devo capire come funziona esattamente l'assegnazione dei fondi di viaggio. Ho provato a guardare sul portale, ma è tutto troppo complicato e non trovo nulla di chiaro. Potete aiutarmi con i dettagli per favore?",Amministrazione,Media
TK-307,Mancato funzionamento del sistema di gestione spese aziendali,"Buongiorno, devo segnalare un problema col caricamento delle ricevute. Ho provato a inserire le note di viaggio che ho fatto ieri ma il sistema mi blocca sempre all'ultimo passaggio. Potete darmi una mano per capire perché non va? Grazie mille.",Amministrazione,Media
TK-308,Mancato funzionamento accesso area riservata dopo aggiornamento sistema,"Scusate il disturbo, non riesco ad accedere all'area clienti da stamattina. Ho provato a resettare la password ma mi dà errore. Mi serve un aiuto veloce per rientrare.",Amministrazione,Media
TK-309,Problema con l'accesso ai documenti condivisi,"Gentile supporto, vi contatto per un problema di accesso. Non riesco a trovare il file che mi serve nel cartella aziendale e non capisco perché. Ho provato a cercare ovunque ma non trovo nulla. Grazie.",Amministrazione,Media
TK-310,Mancato funzionamento del sistema di reportistica trimestrale,"Ho necessità di segnalare un problema. Non riesco ad accedere ai dati che mi servono per il report. Mi è saltato l'accesso stamattina, non so cosa sia successo. Grazie.",Tecnico,Media
TK-311,Info per gestione spese viaggio,Vi scrivo perché ho bisogno di assistenza relativa all'inoltro e alla verifica delle note spese. Non sono sicuro della procedura corretta da seguire con il nuovo sistema interno. Potreste indicarmi i passaggi necessari per la registrazione dei costi sostenuti?,Amministrazione,Media
TK-312,Aiuto: Non riesco ad accedere alla sezione prezzi aggiornati,"Gentile supporto, vi contatto per un problema di visualizzazione dei listini prodotti. Ho provato diversi passaggi ma non vedo i costi aggiornati sul portale commerciale. Potreste verificare se c'è qualche blocco o se devo seguire una procedura diversa?",Commerciale,Alta
TK-313,Info per l'attivazione del servizio di pagamento clienti,Buongiorno! Eccomi di nuovo. Vorrei sapere come procedere per attivare il servizio di pagamento dei miei clienti. Ho bisogno delle istruzioni passo passo perché non sono molto esperto in queste procedure. Grazie.,Commerciale,Media
TK-314,Chiarimento su la procedura per l'invio delle note spese,"Salve, mi serve un aiuto perché non capisco bene come si fanno a caricare le ricevute. Ho provato ma il sistema continua a darmi errore quando spiego cosa è successo ieri. Potete dirmi esattamente i passaggi da seguire per inviare tutto correttamente?",Amministrazione,Media
TK-315,Assistenza immediata per problemi di accesso alla documentazione amministrativa,Potete dare un occhiata a favore? Non riesco ad accedere al portale interno per scaricare i moduli aggiornati. Potreste indicarmi la procedura corretta o verificare se ci sono delle restrizioni sull'accesso ai documenti di amministrazione?,Amministrazione,Media
TK-316,Richiesta urgente: Non riesco ad accedere al sistema dopo l'aggiornamento,"Vi scrivo perché non mi entra più nel portale aziendale. Ho provato a resettare la password ma continua a dare errore. Potete darmi una mano, per favore?",Tecnico,Alta
TK-317,Problema con accesso al sistema CRM dopo aggiornamento,"Ciao, non riesco ad accedere al sistema CRM da stamattina. Ricevo un messaggio di errore che dice 'Credenziali non valide', anche se sono sicuro di aver inserito le credenziali corrette. Potreste verificare cosa sta succedendo con l'accesso?",Tecnico,Media
TK-318,Non va la configurazione del nuovo servizio commerciale,"Ho già provato a riavviare tutto, ma il problema persiste. Non riesco assolutamente ad attivare le funzionalità che mi avete promesso e questo sta bloccando completamente il mio lavoro. Serve una soluzione immediata.",Commerciale,Media
TK-319,Chiarimento su l'attivazione del nuovo contratto commerciale,"Creo questo ticket per quanto sta succedendo col mio account. Non riesco a procedere con la configurazione dei servizi che ho appena sottoscritto e il sistema continua a darmi errori di autenticazione. Ho sprecato già mezz'ora cercando di risolvere da solo, ma è inutile. Serve un intervento immediato perché devo chiudere questo progetto oggi stesso.",Commerciale,Alta
TK-320,Richiesta chiarimenti sulla connessione al server di stampa,Ciao. Non riesco a stampare nulla e mi sta creando un po' confusione. Ho provato ad avviare la macchina ma non succede niente. Potreste aiutarmi a capire cosa è successo?,Tecnico,Media
TK-321,Assistenza immediata per problemi di connessione dati,"Ciao, ho notato un'intermittenza nella connessione dati durante le ore di punta. Non riesco a mantenere una stabilità ottimale che mi è necessaria per il lavoro. Potreste verificare la linea o suggerirmi una soluzione tecnica?",Tecnico,Media
TK-322,Procedura per attivare i crediti commerciali sul mio account,"Così non posso lavorare! Ho bisogno di sapere come procedere per farmi attivare i crediti commerciali. Devo usare un codice particolare o è una cosa che gestite voi? Sono un po' principiante su queste cose, quindi se mi sapete spiegare passo passo mi fate un grande favore. Grazie mille!",Commerciale,Alta
TK-323,Procedura per accesso al sistema contabile non funzionante,"Ho già provato a riavviare la mia postazione, ma continuo ad avere problemi di login all'area amministrativa. Non riesco ad accedere ai dati dei fornitori necessari per chiudere il bilancio trimestrale. Potete verificare se ci sono delle restrizioni temporanee sull'account utente?",Amministrazione,Alta
TK-324,Errore nell'accesso ai dati contabili del Q3,"Vorrei segnalare un problema di accesso critico. Non riesco ad aprire i file dei bilanci trimestrali, e ho bisogno di questi dati per la chiusura urgente. Potete verificare subito l'autorizzazione sul mio account? Grazie.",Amministrazione,Alta
TK-325,Mancato funzionamento accesso area clienti dopo l'aggiornamento,"Non so più che fare... Guardate, ho appena aggiornato tutto e ora non riesco ad accedere all'area riservata. È un casino totale, mi blocca il lavoro da stamattina ed è urgente. Aiuto subito o devo chiamare qualcuno di livello superiore.",Commerciale,Alta
TK-326,Bloccato su gestione preventivi e costi,"Ciao, ho bisogno di assistenza per finalizzare un preventivo complesso. Non riesco a calcolare correttamente i margini sui servizi aggiuntivi che includo. Potreste verificare se c'è un errore nel sistema o se devo seguire una procedura diversa? Grazie.",Commerciale,Alta
TK-327,Chiarimento su condizioni contrattuali e fatturazione,"Salve, vi scrivo perché ho riscontrato delle discrepanze tra la bozza di contratto che mi è stata inviata e quanto concordato telefonicamente. Potreste gentilmente fornirmi un resoconto dettagliato sulla sezione relativa alle tariffe ricorrenti? Grazie per l'attenzione.",Commerciale,Alta
TK-328,Non va l'accesso al sistema contabile,Buongiorno! Eccomi di nuovo. Ho riscontrato che non riesco ad accedere al modulo di registrazione fatture clienti da stamattina. Potreste verificare se ci sono problemi con le credenziali o con il servizio in generale? Grazie per la disponibilità.,Amministrazione,Alta
TK-329,Mancato funzionamento dell'integrazione CRM con i dati di fatturazione,Potete dare un occhiata al perché l'API non sta sincronizzando correttamente le ultime transazioni? Ho notato che il modulo commerciale mostra dati incompleti per gli ordini generati ieri pomeriggio. Mi serve questa correzione urgentemente per chiudere la reportistica di fine giornata.,Commerciale,Alta
TK-330,Problema urgente: accesso ai sistemi amministrativi bloccato,"Salve, devo assolutamente accedere al portale per l'approvazione degli ordini. Non riesco a entrare e il sistema mi dà errore 403. Ho provato con la password resettata ma non funziona ancora. Serve una risoluzione immediata.",Amministrazione,Alta
TK-331,Chiarimento su procedure di approvazione spese straordinarie,"Vorrei segnalare che l'accesso al modulo per le richieste di rimborso è bloccato da ieri. È un problema basilare, non mi sembra che dovrei dover chiedere aiuto per qualcosa di così ovvio. Potreste sbloccarlo o almeno dirmi chi devo chiamare? Grazie.",Amministrazione,Alta
TK-332,Non va l'accesso al portale clienti,"Ho già provato a riavviare tutto, ma non riesco ad accedere al sistema con le credenziali giuste. Mi blocca sempre dopo aver inserito la password e devo assolutamente finire questo report per oggi pomeriggio.",Amministrazione,Alta
TK-333,Errore quando devo mandare le email,"Ciao, non riesco proprio a inviare nessuna mail. Ho provato di tutto ma mi dà sempre un messaggio d'errore strano. Mi sa che è roba tecnica, sapete? Grazie mille.",Tecnico,Alta
TK-334,Urgente: non va la sincronizzazione dei dati tra i sistemi,"Buongiorno, ho già provato a riavviare entrambi i dispositivi ma il problema persiste. Non riesco ad accedere ai report aggiornati che dovrebbero essere sincronizzati con l'account cloud. Potete verificare per me se c'è un blocco lato server?",Commerciale,Alta
TK-335,Chiarimento su perché non mi entra nel sistema,"Ho un problema: Non riesco proprio ad accedere al portale. Ho provato con tutte le password che ho, ma continua a darmi errore. Aiuto, non capisco niente di questi sistemi.",Tecnico,Alta
TK-336,"Errore con l'accesso al sistema CRM, non riesco a entrare","Gentile supporto, vi contatto perché ho un problema urgente di accesso. Non mi entra nel sistema e devo finire subito il report per stamattina. Potete controllare cosa succede? Grazie.",Tecnico,Alta
TK-337,Richiesta chiarimenti sulla gestione delle spese aziendali,"Potete dare un occhiata a cosa succede con i rimborsi? Ho appena caricato le ricevute del viaggio di Milano ma il sistema mi dice che manca la firma approvativa. Ditemi se è un bug o devo fare qualcos'altro, perché ho fretta.",Amministrazione,Alta
TK-338,Errore connessione database dopo aggiornamento sistema,"Buongiorno, ho riscontrato un errore di connettività al database principale. Dopo aver eseguito l'ultimo aggiornamento del sistema stamattina, non riesco più ad accedere ai moduli utente. Potreste verificare la configurazione lato server il prima possibile? Grazie.",Tecnico,Alta
TK-339,Chiarimento su perché non riesco ad accedere alla rete aziendale,"Dopo l'ultimo aggiornamento, non mi entra proprio la password e vedo solo un messaggio di errore strano. Ho provato a riavviare tutto ma niente da fare. Mi serve urgentemente risolvere questo problema.",Tecnico,Alta
TK-340,Bloccato su configurazione API per l'integrazione CRM,"Dopo l'ultimo aggiornamento del sistema ho notato che le credenziali di accesso all'API non sono più riconosciute. Sto tentando di riconfigurare il flusso dati, ma ricevo costantemente un errore 401. Potreste verificare se ci sono modifiche recenti ai permessi o al formato dei parametri richiesti?",Commerciale,Alta
TK-341,Info per accesso API dopo aggiornamento sistema,"Non volevo proprio dirlo, ma ho notato che l'endpoint di autenticazione non risponde più correttamente. Dopo il vostro ultimo deploy, i token sembrano invalidi o la chiamata fallisce sempre con un errore 401. Potete dare un'occhiata al servizio backend per favore?",Tecnico,Alta
TK-342,Bloccato su gestione ordini e sincronizzazione dati,Così non posso lavorare! Ho riscontrato un errore critico durante il processo di finalizzazione degli ordini che impedisce la corretta sincronizzazione dei dati tra i sistemi. Potrei avere assistenza per comprendere la causa di questo blocco?,Commerciale,Alta
TK-343,Richiesta urgente: Non riesco ad attivare l'offerta commerciale promessa,"Vorrei segnalare che ho pagato per un servizio che non funziona. Ho seguito tutte le istruzioni ma il sistema continua a darmi errore. Mi serve una soluzione immediata, questo è inaccettabile.",Commerciale,Alta
TK-344,Info per i costi del nuovo abbonamento,"Vi scrivo perché ho un dubbio sui prezzi che mi avete inviato. Non capisco bene se devo pagare tutto subito o se c'è qualche rata. Potete chiarirmi la faccenda, vi prego?",Commerciale,Alta
TK-345,Info per l'attivazione urgente di un nuovo servizio commerciale,"Scusate il disturbo, ho bisogno subito di capire come attivare quel pacchetto extra che ci avevate mostrato. Stavo giusto chiudendo i dettagli con il cliente e mi serve sapere se è fattibile oggi stesso. Grazie mille in anticipo.",Commerciale,Alta
TK-346,Bloccato su gestione permessi accesso CRM,"Ho bisogno di fare una call per discutere l'accesso e i permessi al sistema CRM. Non riesco a visualizzare le schede utente con il mio account attuale, e ho bisogno di un supporto immediato per risolvere questa discrepanza. Potete verificare la mia seniority o è necessario modificare qualche parametro amministrativo?",Amministrazione,Alta
TK-347,Mancato funzionamento accesso area clienti dopo aggiornamento,"Salve, ho problemi ad accedere all'area riservata del portale aziendale da stamattina. Non riesco a inserire le credenziali e mi chiede di resettarle continuamente. Potreste verificare se c'è un blocco o un problema tecnico? Grazie mille.",Commerciale,Alta
TK-348,Errore nell'accesso al portale amministrativo,"Scusate il disturbo, ho riscontrato un blocco dell'account utente sul sistema di gestione pagamenti. Non riesco ad accedere per motivi non specificati e questo sta rallentando la chiusura del bilancio trimestrale. Potete verificare lo stato dell'accesso o resettarmi le credenziali? Grazie.",Amministrazione,Alta
TK-349,Procedura per l'accesso al portale clienti: bloccato di nuovo,"Ciao. Non riesco ad accedere al portale stamattina e mi sta bloccando tutto il lavoro. Ho provato con la password che avevo ieri, ma non funziona ancora. Per favore, risolvete questa cosa subito.",Amministrazione,Alta
TK-350,Problema di accesso ai dettagli contrattuali per l'utenza XYZ,"Buongiorno, devo accedere urgentemente alle specifiche clausole del contratto commerciale attivo con voi. Ho notato che i dati non sono aggiornati e mi impedisce la finalizzazione della proposta al cliente. Potete verificare se è necessario un intervento manuale sul portale? Grazie.",Commerciale,Alta
TK-351,Bloccato su assegnazione budget Q3,"Non so più che fare riguardo al sistema di reporting finanziario. Ho tentato diverse procedure per l'aggiornamento dei costi operativi, ma il modulo non accetta i dati inseriti e mi restituisce un errore 500. Potreste verificare la mia autorizzazione o fornirmi una procedura alternativa urgente? Grazie.",Amministrazione,Alta
TK-352,"Non va l'accesso al catalogo clienti, mi blocca sempre","Ho già provato a riavviare tutto, ma non risolve nulla. Non riesco proprio ad accedere al catalogo anche se ho le credenziali giuste. È urgente perché devo chiudere un preventivo importante oggi stesso.",Commerciale,Alta
TK-353,Aiuto: Problemi con l'attivazione delle tariffe commerciali,"Ciao, non capisco perché la tariffa che ho scelto non è attiva sul mio account. Ho seguito tutte le istruzioni e il sistema mi continua a dare errore. Risolvete subito questa cosa, per favore.",Commerciale,Alta
TK-354,Non funziona la gestione delle spese aziendali,"Vi scrivo perché non riesco proprio a capire come caricare le ricevute. Sono un principiante e mi sta creando parecchio casino con i costi da registrare oggi stesso. Potete darmi una mano veloce, vi prego?",Amministrazione,Alta
TK-355,Non trovo dove spuntano i documenti per l'IVA,"Salve, ho un problema col caricamento delle fatture. Non capisco proprio come devo fare con questa roba amministrativa che mi state mandando. Mi sa che sono super principiante in queste cose. Potete dirmi esattamente cosa devo cliccare? Grazie mille.",Amministrazione,Alta
TK-356,Non va l'accesso al catalogo prodotti,"Così non posso lavorare! Ho bisogno di accedere subito ai prezzi aggiornati. Non riesco proprio a vedere i costi dei prodotti che devo inviare oggi stesso, è urgente.",Commerciale,Alta
TK-357,Mancato funzionamento accesso al sistema CRM dopo aggiornamento,"Buongiorno, non riesco ad accedere al sistema CRM da stamattina. Ho provato a riavviare il computer ma il problema persiste e mi blocca completamente il lavoro. Potreste verificare la mia credenziale o lo stato del servizio, per favore?",Tecnico,Alta
TK-358,Mancato funzionamento accesso al catalogo prodotti aggiornato,"Vorrei segnalare che non riesco ad accedere correttamente alle ultime schede tecniche dei vostri articoli. Ho controllato ogni impostazione, quindi il problema è chiaramente lato vostro e richiede una soluzione immediata. Non capisco come sia possibile che un sistema così basilare abbia questi bug.",Commerciale,Alta
TK-359,Mancato funzionamento accesso al portale aziendale dopo aggiornamento sistema,"Vi scrivo perché non riesco ad accedere al portale interno. Dopo l'ultimo aggiornamento del sistema, il mio login risulta invalido e ricevo un messaggio di errore generico. Potreste verificare la mia credenziale o fornirmi istruzioni per risolvere questo blocco?",Amministrazione,Alta
TK-360,Problema con l'accesso al portale clienti dopo aggiornamento,Buongiorno. Non riesco ad accedere al sistema da stamattina nonostante abbia resettato la password più volte. Ho bisogno di una soluzione urgente perché devo chiudere un preventivo prima del pranzo. Grazie.,Commerciale,Alta
TK-361,Urgente: non va l'accesso al sistema amministrativo,"Potete dare un occhiata a cosa succede quando provo ad accedere all'area riservata? Ho provato più volte e mi dà sempre questo errore di autenticazione. Non capisco bene il problema, ma è urgente perché devo chiudere qualche pratica oggi stesso.",Amministrazione,Media
TK-362,Non va a caricare nulla sul sistema,"Ciao, sono davvero stufo. Non riesco proprio ad accedere al modulo di invio dati e continua a dare errore. Ho provato riavviare tutto ma non cambia niente. Volete che qualcuno mi dia una mano subito?",Tecnico,Media
TK-363,Chiarimento su configurazione account e accesso ai servizi,"Buongiorno! Eccomi di nuovo. Sto cercando di accedere al portale clienti, ma non riesco a capire bene come devo impostare il mio profilo per far funzionare tutto correttamente. Ho seguito i passaggi che ho trovato online, ma mi sembra che ci sia un passaggio mancante o sbagliato. Potreste darmi una mano con la configurazione iniziale? Grazie mille!",Tecnico,Bassa
TK-364,Procedura per configurazione API e autenticazione OAuth 2.0,"Vi scrivo perché sto riscontrando un errore di handshake durante il tentativo di integrazione con l'endpoint esterno. Ho verificato che le credenziali client ID e secret sono corrette, ma lo script restituisce costantemente un codice 401 non autorizzato. Potreste gentilmente verificare se ci sono modifiche recenti ai parametri di scope o al protocollo di validazione lato vostra? Grazie in anticipo.",Tecnico,Media
TK-365,Assistenza immediata per problemi di tariffazione non chiari,"Buongiorno, devo capire subito perché la fattura ha un costo extra che nessuno mi aveva comunicato. Ho controllato tutto e sembrava che il pacchetto fosse già completo. Mi pare che ci sia una truffa qui.",Commerciale,Bassa
TK-366,Problema con l'accesso al sistema interno dopo aggiornamento,"Potete dare un occhiata a cosa succede? Non riesco proprio ad accedere al CRM da stamattina, mi dà un errore di autenticazione. Ho provato a resettare la password ma non funziona ancora. Serve urgentemente perché devo chiudere subito queste pratiche.",Tecnico,Alta
TK-367,Urgente: non va l'accesso ai preventivi clienti,"Non volevo proprio dirlo, ma ho un problema. Non riesco ad accedere ai nuovi preventivi che mi ha inviato Marco stamattina. Ho provato a fare il login più volte e continua a dare errore. Mi servono questi dati per chiudere la trattativa oggi stesso.",Commerciale,Alta
TK-368,Info per accesso al sistema dopo aggiornamento,"Salve, non riesco proprio ad accedere al portale aziendale da stamattina. Ho provato a resettare la password più volte ma mi dà sempre errore. Mi serve un aiuto urgente perché ho una scadenza importante oggi stesso.",Tecnico,Alta
TK-369,Assistenza immediata per Problemi di accesso ai documenti aziendali,"Buongiorno, devo assolutamente capire perché non riesco ad aprire i file amministrativi che mi servono. Ho provato a fare tutto quello che ho letto online e continua a dare errore. Mi serve questa cosa risolta subito.",Amministrazione,Media
TK-370,Non va la configurazione dei prezzi su Progetto X,"Così non posso lavorare! Devo aggiornare i listini e ho problemi a far sì che i nuovi costi vengano applicati automaticamente sui preventivi. Ho provato più volte, ma il sistema mi dà errore 403 ogni volta. Potreste darmi una mano con questo? Grazie mille, sono Marco Rossi.",Commerciale,Bassa
TK-371,Errore con la gestione delle spese e i rimborsi,Buongiorno! Eccomi di nuovo. Devo capire come si fa a caricare le ricevute spese del mese scorso nel sistema amministrativo. Ho provato ma non mi viene chiaro il processo esattamente. Grazie.,Amministrazione,Bassa
TK-372,Richiesta urgente: Problema nell'accesso ai documenti contabili,"Buongiorno! Eccomi di nuovo. Non riesco ad accedere al modulo per l'invio delle note spese mensili. Sono un principiante in questo sistema e ho bisogno che mi venga fornita una guida passo passo o che qualcuno verifichi i miei permessi amministrativi. Potreste aiutarmi con questa verifica, per favore?",Amministrazione,Media
TK-373,Richiesta urgente: Non ricevo i preventivi aggiornati per il Cliente X,"Buongiorno. Mi serve un preventivo commerciale rivisto al volo, perché devo inviarlo oggi stesso. Sembra che la vostra piattaforma stia facendo i capricci e non mi mostra le ultime tariffe. Aiuto, ditemi voi cosa fare.",Commerciale,Alta
TK-374,Richiesta urgente: Revisione condizioni contrattuali per nuovo servizio,"Gentile supporto, vi contatto per richiedere una revisione dettagliata delle clausole relative al prossimo upgrade di servizi. Ho notato alcune discrepanze tra la proposta commerciale ricevuta e le nostre aspettative operative. Potreste gentilmente fornirmi un preventivo aggiornato che tenga conto del nostro volume d'affari attuale? Grazie, Andrea Rossi.",Commerciale,Media
TK-375,Non va l'accesso al portale per le scadenze,"Buongiorno, devo assolutamente accedere subito all'area riservata perché ho un pagamento da fare oggi. Non riesco proprio a entrare con le credenziali che mi avete dato e il tempo stringe. Potete controllare la mia utenza appena possibile? Grazie.",Amministrazione,Alta
TK-376,Non va l'integrazione dati per il preventivo,"Gentile supporto, vi contatto perché ho un problema con la generazione dei preventivi online. Ho provato ad inserire i codici prodotto ma non mi vengono riconosciuti correttamente e poi non riesco a salvare nulla. Potete controllare se c'è qualche blocco o se devo aggiornare qualcosa nel sistema? Grazie.",Commerciale,Media
TK-377,Richiesta chiarimenti sul funzionamento dello stampante di rete,"Buongiorno, ho notato che quando tento di stampare più documenti contemporaneamente il sistema si blocca e mi chiede di riavviare. Non sono un esperto di tecnologia, quindi non so se sia un problema del driver o della configurazione iniziale. Potreste aiutarmi a capire come ottimizzare l'invio dei file? Grazie mille.",Tecnico,Media
TK-378,Problema accesso e gestione documenti amministrativi,"Vorrei segnalare che non riesco ad accedere al portale interno per scaricare la documentazione fiscale di questo mese. Ho provato a resettare la password, ma il sistema mi restituisce un errore generico. Potreste aiutarmi con l'accesso urgente? Grazie.",Amministrazione,Alta
TK-379,Richiesta chiarimenti sulla gestione spese e procedure interne,Ho bisogno di fare una call su come devo procedere con questa nota spese che ho appena caricato. Non capisco se il sistema accetta ancora le ricevute scansionate o se devo inviare i file separatamente via email. Mi sembra che ci sia un passaggio burocratico che mi sta sfuggendo e non so dove guardare per capire la procedura giusta.,Amministrazione,Alta
TK-380,Bloccato su configurazione API per il servizio di terze parti,"Non so più che fare con questo modulo. Ho implementato l'ultima versione della libreria e ora la chiamata REST non restituisce i dati attesi, anche se le credenziali sono corrette. Potresti verificare perché lo endpoint sembra non riconoscere il formato JSON inviato dal mio script di test?",Tecnico,Media
TK-381,Non va l'accesso al database di produzione,"Così non posso lavorare! Ho bisogno subito un aiuto con il connettore API, è bloccato. Stavo solo cercando di eseguire la query notturna e mi dà errore 503 costantemente. Potete dare un'occhiata prima che diventi critico?",Tecnico,Bassa
TK-382,Problema di connessione al database aziendale,"Buongiorno! Eccomi di nuovo, ho notato che non riesco ad accedere all'API del CRM. Ho provato a cancellare la cache e riavviare il servizio, ma mi dà sempre un errore 401. Potete verificare se ci sono problemi con le credenziali o con l'endpoint specifico? Grazie.",Tecnico,Media
TK-383,Procedura per aggiornamento dati anagrafici dipendente,"Ho già provato a riavviare il sistema, ma non riesco ad accedere al modulo di modifica dei dati. Devo cambiare l'indirizzo e il numero di telefono del Sig. Rossi in modo che sia tutto puntuale per la prossima busta paga. Potete indicarmi i passaggi corretti o se devo usare un altro portale? Grazie mille.",Amministrazione,Bassa
TK-384,Richiesta chiarimenti sulla procedura di approvazione spese viaggio,"Buongiorno, vorrei sapere se è necessario allegare la ricevuta originale o se va bene anche una scansione leggibile. Ho appena ricevuto l'ultima nota spese e non sono sicuro del formato accettato per i documenti cartacei. Grazie in anticipo.",Amministrazione,Media
TK-385,Non va l'accesso al sistema CRM,"Creo questo ticket perché non riesco ad accedere all'area riservata del CRM da circa mezz'ora. Ho provato a resettare la password due volte, ma il messaggio di errore persiste. Potreste verificare se ci sono problemi di rete o account bloccati? Grazie.",Tecnico,Alta
TK-386,Chiarimento su le tariffe promozionali attive,"Scusate il disturbo, vorrei avere conferma riguardo alle condizioni di pagamento per l'offerta XYZ che ho visionato sul vostro sito ieri pomeriggio. Non sono sicuro se sia ancora disponibile o se ci siano variazioni rispetto al preventivo iniziale. Grazie in anticipo.",Commerciale,Bassa
TK-387,Bloccato su gestione preventivi complessi per nuovi clienti,"Potete dare un occhiata a questo? Ho bisogno di finalizzare urgentemente il report commerciale X, ma l'interfaccia sembra non riconoscere i parametri tariffari che ho inserito. È frustrante dover rifare tutto manualmente dopo aver speso ore su questa proposta. Grazie.",Commerciale,Alta
TK-388,Richiesta urgente: Non riesco ad accedere al portale con le credenziali,"Ciao, devo assolutamente fare l'accesso subito perché ho bisogno di approvare dei documenti prima della riunione. Mi sta dando errore e non so cosa sia successo. Grazie.",Amministrazione,Alta
TK-389,Problema con l'accesso ai documenti di bilancio aziendale,"Vorrei segnalare che non riesco ad accedere al modulo aggiornato per la registrazione delle spese. È un dettaglio amministrativo banale, ma il sistema continua a darmi errore 403 ogni volta. Mi sembra quasi che qualcuno abbia dimenticato di aggiornare i permessi utente. Grazie.",Amministrazione,Media
TK-390,Aiuto: Revisione condizioni contrattuali per nuovo partner,"Buongiorno, vorrei rivedere alcune clausole relative al prossimo accordo commerciale che stiamo finalizzando. Ho preparato un confronto tra la bozza attuale e le nostre linee guida interne. Potreste darmi un'occhiata quando avete tempo? Grazie mille.",Commerciale,Bassa
TK-391,Assistenza immediata per problemi di preventivo commerciale urgente,"Ho necessità di segnalare che il sistema non mi permette di scaricare i nuovi listini prezzi. Devo inviare queste quotazioni entro mezz'ora e ho provato più volte a fare l'download ma continua a dare errore. Mi serve una soluzione subito, per favore.",Commerciale,Alta
TK-392,Mancato funzionamento accesso al database clienti,"Scusate il disturbo, non riesco proprio a entrare nel sistema stamattina. Ho provato a resettare la password ma mi dà sempre errore. Devo assolutamente accedere ai dati perché devo chiudere un ordine urgente per Marco Rossi.",Tecnico,Alta
TK-393,Aiuto: Problemi di visibilità sui nuovi accordi commerciali,"Da stamattina sto provando a capire perché il nostro nuovo catalogo prodotti non sta venendo mostrato correttamente sul portale. Ho caricato tutto ieri sera e sembra che ci sia un ritardo nell'aggiornamento dei dati o magari c'è qualche passaggio manuale che mi è sfuggito. Potreste darmi una mano a verificare la visibilità di queste nuove offerte, per favore?",Commerciale,Bassa
TK-394,Errore con la compilazione dei moduli di spesa,Creo questo ticket perché non riesco a caricare i documenti per le spese del mese scorso. Ho provato ad accedere dal portale ma mi chiede sempre un formato file diverso da quello che ho. Potete aiutarmi a capire quale sia il problema con l'upload? Grazie.,Amministrazione,Bassa
TK-395,Non riesco a collegarmi al server di stampa,"Buongiorno. Non capisco perché stia succedendo questo casino con la stampante, è un disastro. Ho provato tutto quello che ho trovato su Google, ma non va giù. Credo sia un problema del driver o della rete, e francamente mi sembra una cosa banale per qualcuno di esperto come voi.",Tecnico,Media
TK-396,Info per la tariffa che mi è arrivata male,"Non volevo proprio dirlo, ma ho visto l'ultima fattura e qualcosa non quadra. Mi sembra di aver pagato un servizio extra che non avevo richiesto ieri pomeriggio quando stavo guardando i vostri piani. Potete controllare se c'è stato un errore o se devo fare qualcos'altro? Grazie mille!",Commerciale,Alta
TK-397,Procedura per gestione preventiva dei costi di transazione,"Ho già provato a riavviare il sistema, ma non riesco ad accedere al modulo aggiornato. Mi serve capire subito come gestire i nuovi parametri tariffari prima che scada la promozione. Potete verificare l'accesso e darmi un riscontro urgente per favore?",Commerciale,Alta
TK-398,Problema con l'accesso ai documenti amministrativi,"Da stamattina sto provando a scaricare qualche modulo e non funziona nulla. È assurdo che per una cosa così semplice dovrei chiamare il supporto tecnico. Voi sapete quanto è urgente questo, giuro che mi blocca tutto.",Amministrazione,Alta
